0	11
271	11
652	11
751	11
1811	11
1972	1
2087	11
2248	11
2295	11
1	0
93	0
145	0
248	0
352	41
617	0
726	0
735	0
919	0
989	0
1158	0
1174	0
1217	0
1338	0
1364	0
1440	0
1454	0
1455	0
1896	0
2073	0
2112	0
2139	0
2268	0
2	1
317	2
398	2
491	1
503	2
824	1
1581	1
1588	1
1701	6
1751	1
1806	2
2095	1
2109	1
2206	1
2224	1
2225	1
3	0
38	43
126	22
204	0
261	0
359	43
516	0
611	0
676	0
739	0
742	0
802	0
840	0
883	0
937	0
1164	0
1260	0
1326	0
1417	0
1543	0
1684	0
1846	0
1871	0
1878	0
1910	0
1975	0
1987	0
2037	0
2382	0
4	0
10	0
21	0
29	0
60	1
88	0
91	0
110	0
114	0
118	0
120	0
121	0
122	0
125	0
132	0
142	0
143	0
144	1
170	0
181	0
233	0
294	0
296	0
329	101
367	0
369	0
375	0
376	0
383	0
391	0
397	0
412	0
428	0
435	0
439	0
449	0
469	0
472	0
500	0
517	0
532	0
577	0
591	0
610	7
616	1
621	0
645	0
650	0
651	0
659	0
660	0
661	0
692	0
745	0
754	0
759	0
798	0
813	0
828	0
872	0
916	0
933	1
934	0
957	0
969	0
977	0
988	0
1023	0
1033	0
1049	0
1050	0
1063	0
1111	0
1114	0
1135	0
1193	0
1211	0
1226	0
1253	0
1269	0
1270	0
1274	0
1313	0
1333	0
1390	0
1391	0
1425	0
1460	0
1466	0
1467	0
1517	0
1518	0
1534	0
1540	0
1557	0
1561	0
1566	0
1571	0
1587	0
1622	0
1681	0
1689	0
1691	0
1702	0
1711	0
1718	0
1720	0
1724	0
1729	0
1740	0
1760	0
1782	0
1789	0
1793	0
1798	0
1807	5
1824	0
1825	34
1859	0
1860	0
1861	0
1927	0
1931	0
1932	0
1969	0
1985	0
1986	34
2043	0
2045	0
2052	0
2056	0
2060	0
2099	0
2152	0
2197	0
2205	0
2213	0
2219	0
2221	0
2264	0
2314	0
2333	0
2337	0
2347	0
2350	0
2361	0
2366	244
2368	0
2371	0
2385	0
2392	0
5	1
68	1
103	1
136	2
146	1
150	1
157	1
211	1
216	1
253	1
267	1
273	1
287	1
292	1
302	1
314	1
338	1
360	1
442	1
445	1
459	1
461	1
477	1
538	1
569	1
571	1
587	1
596	1
625	1
673	1
693	1
703	1
713	1
748	1
769	1
785	1
792	1
796	1
829	1
841	1
924	1
961	1
1077	1
1119	1
1127	1
1130	1
1140	1
1157	1
1162	1
1166	1
1175	1
1185	1
1246	1
1249	1
1334	1
1369	1
1422	1
1447	1
1498	1
1507	1
1531	1
1604	1
1614	1
1617	1
1643	1
1743	1
1746	1
1773	1
1862	1
1906	1
1973	1
1996	1
2011	1
2113	1
2140	1
2177	1
2195	1
2296	1
2319	1
2324	1
2334	1
2364	1
2376	1
6	0
78	0
175	0
182	0
187	0
281	1
320	0
333	0
447	0
448	0
489	0
609	1
848	1
875	1
900	1
914	0
1051	0
1352	0
1415	1
1474	1
1669	1
2038	1
2076	32
2117	0
2226	0
2336	0
7	3
9	3
80	3
238	3
328	0
334	3
764	3
911	3
955	0
1020	3
1046	1
1075	3
1109	3
1132	3
1139	3
1179	0
1240	0
1306	3
1445	4
1608	0
1611	3
1683	3
1923	3
1926	3
2008	3
2049	3
2051	3
2154	3
2372	3
8	0
43	0
236	6
262	122
277	0
396	0
401	8
402	0
482	0
484	8
494	0
522	0
600	8
716	47
743	0
762	0
823	0
844	0
929	0
1121	0
1131	0
1144	0
1250	0
1370	0
1441	0
1524	7
1607	7
1651	0
1668	83
1741	0
1764	0
1818	0
2135	6
2146	0
2352	0
2358	0
44	1
213	2
657	3
695	3
782	0
920	3
1080	3
1292	3
1303	2
1343	0
1483	0
1551	3
2166	9
64	0
106	0
151	0
155	0
190	0
214	0
349	0
403	0
414	0
563	247
601	0
854	92
877	0
1108	0
1323	0
1330	0
1375	0
1426	0
1463	0
1476	0
1626	0
1765	0
1876	0
1897	0
1957	0
2025	0
2032	0
2173	16
2272	0
2288	0
11	0
25	0
31	0
47	0
99	0
116	0
128	0
176	0
276	0
295	0
304	0
404	0
420	0
429	0
473	0
479	0
518	0
688	0
772	0
808	0
853	0
890	0
983	0
1060	0
1188	0
1275	0
1284	0
1395	1
1397	0
1584	0
1636	0
1674	0
1864	0
12	1
41	1
57	1
63	1
90	1
107	1
284	1
330	1
377	1
384	1
408	1
438	1
452	1
765	1
803	1
894	1
896	1
1223	1
1513	1
1515	1
1529	1
1577	1
1580	1
1624	1
1630	1
1755	86
1822	1
1899	1
1911	1
2254	1
13	0
96	0
354	0
417	0
462	0
506	0
674	0
1125	0
1259	0
1350	0
1372	0
1378	0
1405	0
1918	0
2001	0
2115	0
14	0
148	0
156	0
299	0
399	0
560	0
579	0
815	0
909	0
985	0
1009	0
1320	0
1349	0
1502	0
1506	0
1954	1
1974	0
2107	0
2190	6
15	0
53	0
342	1
373	1
406	0
437	0
501	0
996	0
1059	0
1118	0
1154	0
1291	3
1449	0
1803	0
2193	0
2266	0
16	1
115	1
212	1
387	1
480	1
487	1
519	1
598	1
619	1
647	1
727	1
889	1
970	1
1040	1
1128	1
1142	1
1309	1
1311	1
1361	0
1413	1
1485	1
1530	1
1575	0
1756	1
2062	1
2078	0
2089	1
2208	1
2210	1
2217	1
2230	1
2231	1
2260	1
2277	1
2293	1
17	148
18	0
319	0
599	0
863	0
1065	0
1266	0
1400	0
1505	0
1717	0
1719	0
19	1
183	1
254	1
255	1
930	1
975	1
1078	1
1184	1
1248	1
1393	1
1795	1
20	1
198	1
226	1
250	1
335	1
409	1
474	1
588	0
833	1
865	1
878	1
905	1
964	1
974	1
987	1
1053	1
1123	1
1124	1
1149	1
1194	1
1542	1
1582	1
1605	1
1661	1
1670	1
1706	1
1794	1
1832	1
1844	1
1855	1
1903	1
1925	1
1943	1
1981	1
2061	1
2116	1
2128	1
2156	0
2200	1
2236	1
2316	1
2343	1
59	0
69	0
197	0
381	0
463	1
527	0
575	0
584	0
714	0
816	0
821	0
870	0
1165	0
1263	0
1314	0
1315	0
1351	0
1572	0
1620	1
1632	0
1738	0
1745	0
1759	0
1829	0
2040	0
2059	0
2212	0
2259	0
2290	0
22	0
55	2
89	0
311	0
440	0
543	2
565	0
586	1
913	0
918	0
1004	0
1590	0
1616	0
1655	0
1868	0
1888	0
1917	0
1933	0
1961	0
1968	0
2386	0
23	8
35	0
225	8
434	8
774	8
1800	0
24	5
92	7
372	5
374	0
1115	5
1514	5
1558	5
2303	0
26	0
133	0
163	0
173	0
293	1
322	0
327	0
533	0
542	158
558	0
618	0
630	0
666	0
736	0
1034	0
1163	0
1528	0
1838	0
1921	0
2044	0
2251	0
2349	0
45	0
131	0
343	161
568	0
672	0
700	0
744	0
800	0
839	0
941	0
947	0
958	0
1110	0
1209	0
1287	0
1288	0
1319	0
1484	0
1642	0
1828	0
1854	0
1891	0
1940	0
1942	0
2030	0
2132	0
2170	0
2188	0
2189	2
2245	0
2340	0
2360	49
2391	0
27	50
419	50
551	1
1170	1
28	125
510	1
580	0
698	0
935	0
1307	0
1495	1
1629	0
1749	0
30	13
608	13
876	2
1256	3
2110	13
2242	0
32	4
39	4
48	4
152	4
223	4
231	4
288	4
388	4
468	4
486	4
511	4
524	4
529	4
550	4
655	4
682	4
710	4
758	4
843	4
852	4
857	4
940	4
960	4
972	4
1014	4
1107	4
1138	2
1216	4
1220	4
1222	4
1224	4
1227	4
1236	4
1237	4
1239	4
1276	4
1360	4
1401	4
1421	4
1508	4
1526	4
1813	4
1817	4
1833	4
1908	4
1955	4
1967	4
2003	4
2039	4
2091	4
2223	4
2274	4
2292	4
2353	4
2356	4
2370	4
2374	4
33	163
1380	0
34	3
244	3
282	3
590	3
903	3
915	3
993	3
1105	3
1355	3
1851	3
2093	3
2241	3
100	0
230	0
407	0
559	0
623	0
653	0
906	0
1024	0
1695	0
1827	0
1914	0
2013	0
2144	0
36	14
1261	1
2108	14
2150	14
2390	14
37	8
926	0
1052	0
1057	8
1499	8
1680	0
46	4
553	0
768	0
886	4
892	2
1373	4
2096	4
40	10
740	10
784	10
1898	10
2081	10
2348	10
70	1
209	1
241	1
258	1
266	1
279	1
323	1
324	1
331	1
350	1
444	1
457	1
458	1
471	1
481	1
513	1
585	1
592	1
649	1
670	1
691	1
705	1
711	1
721	1
733	1
834	1
888	1
897	59
944	1
1022	1
1090	1
1134	1
1136	1
1205	1
1206	1
1255	1
1366	1
1388	1
1394	1
1430	1
1520	1
1665	1
1675	1
1677	1
1753	1
1769	1
1835	1
1857	1
1879	1
1928	1
1965	1
2031	1
2035	1
2064	1
2098	1
2220	1
2257	1
42	0
50	0
189	0
192	1
235	0
363	0
701	2
719	0
720	0
747	0
755	0
825	0
922	1
951	0
959	16
980	0
1029	0
1079	0
1087	0
